image_paths,image_names,act_lables,pred_labels,act_vals,pred_vals,top_seen_labels,top_unseen_labels,seen_pred_vals
awa_data\train\killer_whale\killer+whale_10003.jpg,killer+whale_10003.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10004.jpg,killer+whale_10004.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10005.jpg,killer+whale_10005.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10006.jpg,killer+whale_10006.jpg,killer_whale,dolphin,6,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",6
awa_data\train\killer_whale\killer+whale_10007.jpg,killer+whale_10007.jpg,killer_whale,ox,6,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\killer_whale\killer+whale_10008.jpg,killer+whale_10008.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10009.jpg,killer+whale_10009.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10010.jpg,killer+whale_10010.jpg,killer_whale,tiger,6,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\killer_whale\killer+whale_10011.jpg,killer+whale_10011.jpg,killer_whale,cow,6,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",3
awa_data\train\killer_whale\killer+whale_10012.jpg,killer+whale_10012.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10013.jpg,killer+whale_10013.jpg,killer_whale,gorilla,6,5,"['gorilla', 'monkey', 'lion', 'tiger', 'squirrel']","['chimpanzee', 'hippopotamus', 'raccoon', 'humpback_whale', 'rat']",5
awa_data\train\killer_whale\killer+whale_10014.jpg,killer+whale_10014.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10015.jpg,killer+whale_10015.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10016.jpg,killer+whale_10016.jpg,killer_whale,ox,6,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\killer_whale\killer+whale_10017.jpg,killer+whale_10017.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10018.jpg,killer+whale_10018.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10019.jpg,killer+whale_10019.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10020.jpg,killer+whale_10020.jpg,killer_whale,dolphin,6,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",6
awa_data\train\killer_whale\killer+whale_10021.jpg,killer+whale_10021.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10022.jpg,killer+whale_10022.jpg,killer_whale,bear,6,0,"['bear', 'walrus', 'rabbit', 'squirrel', 'cow']","['rat', 'pig', 'raccoon', 'leopard', 'humpback_whale']",0
awa_data\train\killer_whale\killer+whale_10023.jpg,killer+whale_10023.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10024.jpg,killer+whale_10024.jpg,killer_whale,dolphin,6,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",6
awa_data\train\killer_whale\killer+whale_10025.jpg,killer+whale_10025.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10026.jpg,killer+whale_10026.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10027.jpg,killer+whale_10027.jpg,killer_whale,tiger,6,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\killer_whale\killer+whale_10028.jpg,killer+whale_10028.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10029.jpg,killer+whale_10029.jpg,killer_whale,tiger,6,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\killer_whale\killer+whale_10030.jpg,killer+whale_10030.jpg,killer_whale,ox,6,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\killer_whale\killer+whale_10031.jpg,killer+whale_10031.jpg,killer_whale,ox,6,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\killer_whale\killer+whale_10032.jpg,killer+whale_10032.jpg,killer_whale,ox,6,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\killer_whale\killer+whale_10033.jpg,killer+whale_10033.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10034.jpg,killer+whale_10034.jpg,killer_whale,tiger,6,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\killer_whale\killer+whale_10035.jpg,killer+whale_10035.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10036.jpg,killer+whale_10036.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\killer_whale\killer+whale_10037.jpg,killer+whale_10037.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10038.jpg,killer+whale_10038.jpg,killer_whale,killer_whale,6,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\killer_whale\killer+whale_10039.jpg,killer+whale_10039.jpg,killer_whale,tiger,6,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\killer_whale\killer+whale_10040.jpg,killer+whale_10040.jpg,killer_whale,siamese_cat,6,13,"['siamese_cat', 'rabbit', 'killer_whale', 'blue_whale', 'dolphin']","['persian_cat', 'humpback_whale', 'giant_panda', 'rat', 'pig']",6
awa_data\train\lion\lion_10001.jpg,lion_10001.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10002.jpg,lion_10002.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10003.jpg,lion_10003.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10004.jpg,lion_10004.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10005.jpg,lion_10005.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10006.jpg,lion_10006.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10007.jpg,lion_10007.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10008.jpg,lion_10008.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10009.jpg,lion_10009.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10010.jpg,lion_10010.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10011.jpg,lion_10011.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10012.jpg,lion_10012.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10013.jpg,lion_10013.jpg,lion,bobcat,7,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",7
awa_data\train\lion\lion_10014.jpg,lion_10014.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10015.jpg,lion_10015.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10016.jpg,lion_10016.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10017.jpg,lion_10017.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10018.jpg,lion_10018.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10019.jpg,lion_10019.jpg,lion,bobcat,7,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",7
awa_data\train\lion\lion_10020.jpg,lion_10020.jpg,lion,bobcat,7,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",7
awa_data\train\lion\lion_10021.jpg,lion_10021.jpg,lion,bear,7,0,"['bear', 'walrus', 'rabbit', 'squirrel', 'cow']","['rat', 'pig', 'raccoon', 'leopard', 'humpback_whale']",0
awa_data\train\lion\lion_10022.jpg,lion_10022.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10023.jpg,lion_10023.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10024.jpg,lion_10024.jpg,lion,bobcat,7,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",7
awa_data\train\lion\lion_10025.jpg,lion_10025.jpg,lion,bobcat,7,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",7
awa_data\train\lion\lion_10026.jpg,lion_10026.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10027.jpg,lion_10027.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10028.jpg,lion_10028.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10029.jpg,lion_10029.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10030.jpg,lion_10030.jpg,lion,lion,7,7,"['lion', 'tiger', 'monkey', 'gorilla', 'squirrel']","['leopard', 'raccoon', 'giant_panda', 'persian_cat', 'chimpanzee']",7
awa_data\train\lion\lion_10031.jpg,lion_10031.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10032.jpg,lion_10032.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10033.jpg,lion_10033.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10034.jpg,lion_10034.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10035.jpg,lion_10035.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10036.jpg,lion_10036.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10037.jpg,lion_10037.jpg,lion,bobcat,7,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",7
awa_data\train\lion\lion_10038.jpg,lion_10038.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\lion\lion_10039.jpg,lion_10039.jpg,lion,tiger,7,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",7
awa_data\train\lion\lion_10040.jpg,lion_10040.jpg,lion,ox,7,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",7
awa_data\train\monkey\monkey_10003 (1).jpg,monkey_10003 (1).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (10).jpg,monkey_10003 (10).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (11).jpg,monkey_10003 (11).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (12).jpg,monkey_10003 (12).jpg,monkey,cow,8,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",8
awa_data\train\monkey\monkey_10003 (13).jpg,monkey_10003 (13).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (14).jpg,monkey_10003 (14).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (15).jpg,monkey_10003 (15).jpg,monkey,killer_whale,8,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\monkey\monkey_10003 (16).jpg,monkey_10003 (16).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (17).jpg,monkey_10003 (17).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (18).jpg,monkey_10003 (18).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (19).jpg,monkey_10003 (19).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (2).jpg,monkey_10003 (2).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (20).jpg,monkey_10003 (20).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (21).jpg,monkey_10003 (21).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (22).jpg,monkey_10003 (22).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (23).jpg,monkey_10003 (23).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (24).jpg,monkey_10003 (24).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (25).jpg,monkey_10003 (25).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (26).jpg,monkey_10003 (26).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (27).jpg,monkey_10003 (27).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (28).jpg,monkey_10003 (28).jpg,monkey,bobcat,8,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\monkey\monkey_10003 (29).jpg,monkey_10003 (29).jpg,monkey,gorilla,8,5,"['gorilla', 'monkey', 'lion', 'tiger', 'squirrel']","['chimpanzee', 'hippopotamus', 'raccoon', 'humpback_whale', 'rat']",8
awa_data\train\monkey\monkey_10003 (3).jpg,monkey_10003 (3).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (30).jpg,monkey_10003 (30).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (31).jpg,monkey_10003 (31).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (32).jpg,monkey_10003 (32).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (33).jpg,monkey_10003 (33).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (34).jpg,monkey_10003 (34).jpg,monkey,bobcat,8,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\monkey\monkey_10003 (35).jpg,monkey_10003 (35).jpg,monkey,cow,8,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",8
awa_data\train\monkey\monkey_10003 (36).jpg,monkey_10003 (36).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (37).jpg,monkey_10003 (37).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (38).jpg,monkey_10003 (38).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (39).jpg,monkey_10003 (39).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (4).jpg,monkey_10003 (4).jpg,monkey,bobcat,8,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\monkey\monkey_10003 (40).jpg,monkey_10003 (40).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (5).jpg,monkey_10003 (5).jpg,monkey,ox,8,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (6).jpg,monkey_10003 (6).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (7).jpg,monkey_10003 (7).jpg,monkey,siamese_cat,8,13,"['siamese_cat', 'rabbit', 'killer_whale', 'blue_whale', 'dolphin']","['persian_cat', 'humpback_whale', 'giant_panda', 'rat', 'pig']",13
awa_data\train\monkey\monkey_10003 (8).jpg,monkey_10003 (8).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\monkey\monkey_10003 (9).jpg,monkey_10003 (9).jpg,monkey,tiger,8,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",8
awa_data\train\mouse\mouse_10001.jpg,mouse_10001.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10002.jpg,mouse_10002.jpg,mouse,killer_whale,9,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",6
awa_data\train\mouse\mouse_10003.jpg,mouse_10003.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
