STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.1,7.3,6.7,55.0,1.4,0.1,2638.0,4003.0,2014.0
1631,MYNTDU RIVER JOWAI,MEGHALAYA,20.0,7.0,7.0,100.0,2.4,3.03,1967.0,2600.0,2012.0
1160,NAN,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",28.0,7.5,6.7,180.0,1.3,0.1,100.0,176.0,2009.0
21,CHALIYAR AT CHUNGAPALLY,KERALA,26.0,7.0,7.3,11041.0,0.9,0.29,256.0,503.0,2012.0
1351,"GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,U.P.",UTTAR PRADESH,25.9,8.0,8.0,454.0,3.3,1.6,2120.0,3900.0,
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.7,4.6,6.7,12561.0,1.5,0.6,72.0,171.0,2014.0
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,25.0,6.4,7.6,541.0,5.7,0.6,23.0,45.0,
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.7,1.2,7.1,380.0,45.7,15.6,51583.0,94083.0,2014.0
2135,GOVINDGARH TANK,MADHYA PRADESH,29.2,7.5,7.4,59.0,3.1,5.0,26.0,364.0,
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,11.46458579,8.946458579,7.219687867999999,17990.0,,6.611044366000001,21.0,67.0,
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,10.86186653,9.834239842,7.0861866529999995,59.0,1.1,4.138133465,4.0,7.0,
1567,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,25.0,7.5,6.9,34.0,0.9,0.14,110.0,256.0,2012.0
1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,26.0,7.0,63.0,6.4,0.6,0.278,0.278,3550.0,2003.0
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,27.0,7.0,7.3,89.0,1.5,0.02,30.0,42.0,2008.0
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.2,6.8,8.1,167.0,3.8,1.0,32.0,85.0,2013.0
1726,NAN,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",28.0,5.7,7.8,170.0,3.4,0.2,469.0,608.0,2009.0
1357,"HINDON AT SAHARANPUR D/S, U.P.",UTTAR PRADESH,20.1,0.8,7.4,586.0,24.0,0.0,5692.0,8150.0,
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,10.59010485,9.508125815,7.059010485,809.0,10.0,4.409895154,820.0,1460.0,
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.8,6.1,7.8,2905.0,1.3,0.54,422.0,997.0,2013.0
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,21.4,7.2,7.7,406.0,3.0,0.8,532.0,2064.0,
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,21.0,6.7,7.6,425.0,7.4,2.88,22250.0,78750.0,2007.0
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, KERALA",KERALA,18.21058087,9.442064351,7.110529043,120.0,3.9,2.889445046,4995.0,9517.0,
NAN,"KIYAMGI, MANIPUR",NAN,,7.0,7.9,77.5,3.525,,,45.0,2005.0
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,28.4,6.5,7.1,92.0,1.0,0.0,155.0,1342.0,2014.0
2487,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,24.5,8.4,8.3,382.0,3.9,1.8,18333.0,31833.0,
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,27.0,7.3,6.6,94.0,1.27,0.17,73.0,150.0,2008.0
1092,KALU AT ATALE VILLAGE,MAHARASHTRA,10.99647398,9.995768771,7.099647397999999,62.0,0.8,4.003526024,152.0,231.0,
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,30.0,6.1,8.4,418.0,6.5,0.0,300.0,500.0,
2651,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",NAN,21.0,5.6,7.3,335.0,3.2,4.2,,70.0,
2425,,,10.45427799,9.345133586000001,7.045427799,46.0,1.7,4.545722012,,,
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,27.0,6.0,7.6,429.0,1.1,1.1,3.0,362.0,2012.0
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,26.0,7.1,7.0,67.0,1.0,0.34,170.0,538.0,2012.0
1905,PANCHAGANGA D/S OF KOLHAPUR TOWN,MAHARASHTRA,24.4,6.7,7.5,390.0,2.9,1.3,,140.0,
2292,THIRUR AT THALAKKADATHUR BDG,KERALA,29.0,4.5,6.6,6381.0,2.1,0.34,196.0,435.0,2012.0
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.9,7.4,7.1,57.0,1.5,2.9,13.0,40.0,2014.0
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,23.6,7.8,7.8,376.0,1.3,0.4,9.0,17.0,2014.0
,,,21.0,6.426949533999999,7.782033644,58.0,1.5,2.5614411230000003,3.0,93.0,
2294,R KALLAI AT KALLAI BRIDGE,KERALA,27.4,3.6,7.3,32790.0,2.6,0.59,64259.0,112867.0,2013.0
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,29.7,5.8,6.9,64.0,3.8,0.5,5382.0,8443.0,
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,18.70858453,9.068561606,7.135429226,70.0,0.9,2.627993124,133.0,247.0,
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,10.05998008,8.871976097000001,7.005998008,164.0,1.6,4.940019919,,313.0,
1342,ACHENKOIL AT THUMPAMON,KERALA,18.71150795,9.066369037000001,7.135575397999999,14100.0,1.6,2.626458326,251.0,1425.0,
1624,"LILONG, MANIPUR",NAN,23.0,7.0,7.6,210.0,2.4,,100.0,137.0,2007.0
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,19.36574296,8.575692779,7.168287147999999,80.0,0.8,2.282984945,59.0,155.0,
,,,21.81053559,5.498683051,7.611589153,1315.0,2.2,1.0326427120000001,2606.0,4301.0,
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",NAN,25.0,7.6,6.6,118.0,1.15,0.15,70.0,180.0,2008.0
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,28.4,6.7,7.3,9293.0,3.5,1.8,,0.0,2014.0
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",NAN,22.0,6.4,7.7,439.0,4.2,2.2,60275.0,440750.0,2007.0
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,24.0,7.8,7.0,74.0,2.3,4.3,28.0,108.0,2014.0
2286,R AYROOR AT AYROOR BRIDGE,KERALA,25.2,6.3,6.9,73.0,1.6,0.0,787.0,2008.0,2014.0
2326,R KORAYAR AT KANJIKODE,KERALA,18.4212495,9.284062872,7.121062475,13848.0,2.5,2.77884401,3176.0,6367.0,
2296,R THALLASSERY AT PATHIPPALAM,KERALA,25.9,6.5,6.8,58.0,0.5,0.24,303.0,1026.0,2011.0
2939,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 2, RAJSAMAND, RAJASTHAN",RAJASTHAN,21.2,4.9,8.6,593.0,1.1,1.0,4.0,7.0,
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,10.48897533,9.386770391,7.048897533,61.0,1.7,4.511024674,3243.0,5330.0,
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,30.0,6.8,7.5,2870.0,2.5,0.1,582.0,1114.0,2007.0
,,,22.0,7.882452763,7.9,188.0,1.03,0.267547237,108.0,413.0,
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.0,8.3,7.0,59.0,1.7,2.86,16.0,33.0,2012.0
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.2,6.9,7.2,268.0,1.1,0.11,6.0,37.0,2011.0
2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA,19.31501738,8.613736962,7.165750869,19885.0,1.2,2.3096158730000003,133.0,247.0,
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA,19.5142952,8.608240208,7.509341115,334.0,1.0,1.12642537,,,
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,25.666999999999998,4.9,7.943,504.7,3.1,0.603,1810.0,2367.0,2006.0
1384,"MANIMALA AT THONDRA, KERALA",NAN,26.0,6.4,6.2,39.0,0.7,0.4,1375.0,1900.0,2007.0
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,16.0,6.4,6.9,1161.0,7.43,3.88,5.0,15.0,
1475,ZUARI AT PANCHAWADI,GOA,29.5,6.3,6.9,179.0,1.7,0.1,3243.0,5330.0,
,,,14.94353014,6.860471099,7.804517589,2156.0,7.4,16.07832369,12.0,121.0,
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,18.40363956,9.297270327,7.120181978,162.0,2.23,2.7880892289999997,16.0,557.0,
1428,NAN,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",19.0,8.8,7.2,131.0,0.9,,,205.0,2009.0
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,27.0,6.1,7.0,446.0,5.2,0.56,26.0,77.0,2013.0
2562,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,23.3,8.0,8.0,290.0,2.4,0.0,1350.0,3250.0,
,,,21.0,5.9,7.734058997000001,151.0,0.98,3.3879002939999996,820.0,1460.0,
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,18.99818589,8.851360584,7.1499092939999995,864.0,1.5,2.475952409,71.0,157.0,
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,29.0,6.5,7.3,126.0,3.0,0.59,132.0,284.0,2012.0
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,10.17789196,9.013470356000001,7.017789196,462.0,4.9,4.822108037,164.0,1529.0,
1458,"IRIL AT PORAMPET, MANIPUR",NAN,24.0,6.0,6.9,300.0,2.23,,,91.0,2010.0
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.0,7.5,7.3,64.0,1.9,3.3,21.0,42.0,2014.0
NAN,"CHALIYAR AT KOOLIMADU, KERALA",NAN,,6.8,6.92,70.8,0.45799999999999996,0.11699999999999999,151.0,353.0,2005.0
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.1,5.4,7.5,2413.0,7.4,1.5,59.0,116.0,2014.0
2445,MAHE RIVER,PONDICHERRY,19.67147888,8.346390844,7.183573944,498.0,0.4,2.122473591,796.0,1460.0,
2872,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,19.3,7.1,7.0,550.0,10.4,2.58,24.0,959.0,
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,27.8,6.7,6.8,76.0,1.2,1.21,310.0,625.0,2011.0
,,,21.0,5.9,7.740817777,37.0,0.7,3.399390222,0.0,36.0,
2299,NAN,R RAMAPURAM AT RAMAPURAM BRIDGE,28.0,6.4,7.1,7035.0,0.8,0.19,110.0,195.0,2009.0
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,19.327276,8.604542997000001,7.166363799999999,51.0,0.9,2.303180098,44.0,117.0,
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.6,6.2,7.7,316.0,1.3,2.41,3.0,312.0,2011.0
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,29.0,7.5,585.0,6.3,2.6,0.155,0.155,315.0,2003.0
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",NAN,22.3,7.1,7.4,185.0,2.2,0.63,4.0,80.0,2010.0
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,18.50937566,9.217968257,7.125468783,4912.0,1.1,2.73257778,55.0,133.0,
,,,21.0,5.9,7.725151744,,50.0,3.372757965,2147.0,3433.0,
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,10.93437493,9.921249917,7.093437493,192.0,3.0,4.065625069,4.0,11.0,
NAN,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,27.0,7.2,8.07,580.0,4.0,0.37,150.0,280.0,2005.0
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.8,6.7,7.8,80.0,4.9,0.3,12.0,29.0,2014.0
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,10.95790128,9.949481535,7.095790127999999,43.0,1.0,4.042098721,59.0,155.0,
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,11.09615425,8.909615425,7.164423137999999,995.0,1.1,6.205769677999999,113.0,186.0,
2300,NAN,R PERUVAMBA AT CHANDAPPURA,28.0,7.3,6.2,51.0,0.9,0.21,195.0,340.0,2009.0
1488,"BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG, U.P",UTTARAKHAND,17.0,8.7,8.1,,0.9,0.0,,,
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,28.0,6.5,8.1,1907.0,4.0,0.55,46.0,115.0,2012.0
1702,"U/S JHARMAL NADI, PUNJAB",NAN,20.0,4.5,7.4,1186.0,22.7,3.07,13000.0,78333.0,2008.0
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.8,7.0,6.6,50.0,0.6,0.75,295.0,578.0,2011.0
,,,22.0,7.8815303310000004,8.227071232,112.0,1.4,0.692515395,5.0,21.0,
1442,"VAMANAPURAM, KERALA",KERALA,25.3,6.9,7.5,54.0,0.6,0.0,319.0,1633.0,2014.0
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.0,6.7,6.9,43.0,1.0,0.3,1043.0,2750.0,2011.0
1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,27.0,5.9,6.7,14662.0,1.5,0.52,144.0,377.0,2013.0
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,24.0,6.9,6.9,349.0,1.1,0.18,38.0,503.0,2012.0
NAN,NAN,NAN,,,,,,,,,2013.0
2286,,,10.87568421,9.850821057000001,7.087568421,1808.0,21.0,4.124315786,50.0,80.0,
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,21.8,5.5,7.6,743.0,7.6,1.02,81.0,166.0,2011.0
2865,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32.0,8.2,7.4,120.0,1.9,,,46.0,2012.0
2854,"THOUBAL R AT PHADOM, THOUBAL",MANIPUR,18.55009913,9.187425649,7.127504957,60.0,1.0,2.7111979539999997,47.0,136.0,
2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",NAN,22.0,6.4,7.1,146.0,2.1,8.1,,30.0,
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,NAN,29.0,6.3,6.6,55.0,1.8,0.36,8.0,140.0,2010.0
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,18.14657077,9.490071921,7.107328539,7904.0,1.0,2.923050345,145.0,302.0,
NAN,BALEHWAR KHADI AT N.H. NO. 8,NAN,29.0,6.2,8.11,480.0,11.333,0.39,14050.0,18810.0,2005.0
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.1,6.9,7.3,5551.0,3.4,1.7,,,
2651,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,11.33652252,8.933652252,7.200478378,20455.0,0.6,6.470174775,103.0,157.0,
2853,"MAPITHEL DAM ON THOUBAL, THOUBAL",MANIPUR,18.54394421,9.19204184,7.127197211,65.0,0.9,2.7144292880000003,3.0,108.0,
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,26.0,4.7,7.3,1383.0,32.8,16.4,14388.0,42875.0,2011.0
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.7,5.5,7.4,745.0,10.0,6.1,12167.0,29333.0,
1543,KALNA AT CHANDELNAN PERNEM,NAN,27.3,6.9,6.2,61.0,1.7,1.07,7.0,117.0,2010.0
1860,BALEHWAR KHADI AT N.H. NO. 8,NAN,27.0,5.1,7.8,530.0,2.73,0.6,64125.0,137000.0,2008.0
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,29.0,7.0,7.2,56.0,1.0,,4.0,16.5,2007.0
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,19.7,2.1,7.2,303.0,37.2,18.2,39444.0,62333.0,2013.0
3163,"HITKASA TAILING  DAM, RAJHARA",CHHATTISGARH,26.5,6.3,7.2,,10.3,1.0,,652.0,
2069,"BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM",ASSAM,27.0,8.1,7.6,210.0,0.9,1.2,3388.0,123400.0,
2338,,,11.42864227,8.942864227000001,7.21429634,125.0,1.9,6.571506497000001,140.0,222.0,
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI,GOA,29.5,5.3,6.8,319.0,1.8,0.3,6458.0,10250.0,
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.8,7.8,7.0,47.0,1.4,2.0,8.0,35.0,2013.0
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,18.80380426,8.997146804,7.1401902129999995,67.0,1.3,2.578002763,,5.0,
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,31.0,7.0,7.3,40.0,1.0,,12.0,81.0,2008.0
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,28.6,6.6,7.6,207.0,4.7,0.7,12.0,31.0,2014.0
2294,R KALLAI AT KALLAI BRIDGE,KERALA,25.5,4.0,7.5,25964.0,1.1,0.76,945.0,1588.0,2011.0
1342,ACHENKOIL AT THUMPAMON,KERALA,26.0,7.0,7.2,79.0,0.8,0.62,279.0,637.0,2012.0
1624,"LILONG, MANIPUR",NAN,21.0,7.4,142.0,6.7,1.3,,,73.0,2003.0
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,28.0,8.0,590.0,4.8,1.8,,,2873.0,2003.0
1972,"NALSAROVAR LAKE (SANAND), DIST AHMEDABAD",GUJARAT,27.8,7.2,7.7,1448.0,16.3,6.0,,664.0,
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,10.25418324,9.105019888,7.025418323999999,241.0,2.9,4.74581676,143.0,288.0,
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,25.0,5.5,7.4,6166.0,7.7,1.1,44.0,67.0,
NAN,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",NAN,,4.4,8.23,390.0,1.39,0.08,14.0,150.0,2005.0
1703,GHAGGAR AT MOONAK,PUNJAB,24.0,5.3,7.4,1290.0,26.9,8.1,36250.0,66250.0,2012.0
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.364908800000002,9.326318397,7.11824544,23761.0,1.9,2.808422878,2.0,1450.0,
2422,"PENTA U/S, JAYKAYPUR TOWN",NAN,29.0,7.6,7.9,191.0,1.4,0.13,1188.0,1985.0,2010.0
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27.0,7.1,8.0,555.0,2.0,0.35,7500.0,15000.0,2010.0
2444,NAN,CORINGA RIVER,33.0,6.8,7.4,309.0,7.0,15.3,,,2009.0
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,28.0,0.8,6.8,2156.0,7.4,1.0,14825.0,20733.0,2007.0
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.7,7.9,7.1,55.0,1.2,3.55,23.0,50.0,2013.0
2868,CHAKPI AT CHAKPI KARONG ,MANIPUR,19.2,5.1,7.0,364.0,1.6,4.7,21.0,181.0,
2300,PERUVAMBA AT CHANDAPPURA,KERALA,26.0,6.9,6.6,56.0,1.1,0.3,177.0,542.0,2012.0
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,29.8,5.7,7.2,189.0,2.0,0.2,4953.0,8391.0,
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.7,5.8,6.9,68.0,3.1,4.9,197.0,463.0,2013.0
,,,14.78553371,6.749873598,7.817157302999999,3110.0,1.6,16.29746474,4.0,95.0,
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,14.72739675,9.390713992,7.279201767000001,93.0,1.8,2.7420035960000004,13.0,248.0,
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",NAN,24.0,6.58,6.5,655.0,5.93,4.0,40.0,60.0,2010.0
1150,NAN,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",28.0,7.3,7.4,332.0,0.7,0.3,6.0,12.0,2009.0
1177,"MUNERU BEFORE CONFL. WITH KRISHNA, NANDIGAMA, A.P.",ANDHRA PRADESH,24.0,6.6,8.3,905.0,0.7,0.5,2.0,1400.0,
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29.6,7.0,6.8,304.0,2.0,0.49,12140.0,23867.0,2013.0
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,19.38436797,8.561724022,7.169218399,434.0,2.0,2.273206815,160.0,329.0,
3187,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA,30.1,6.3,7.6,77.0,2.3,0.1,2606.0,4301.0,
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,12.36871389,9.776267922,7.165803552000001,64.0,0.9,3.5380590610000002,33.0,106.0,
2627,BATTA BEFORE CONFLUENCE TO YAMUNA,HIMACHAL PRADESH,23.9,7.5,7.7,348.0,1.4,0.3,9.0,20.0,
1384,"MANIMALA AT THONDRA, KERALA",KERALA,28.5,6.6,7.0,70.0,1.4,0.1,550.0,822.0,2014.0
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,19.0,2.5,7.1,382.0,37.2,11.81,53083.0,87167.0,2012.0
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,28.7,6.8,6.5,43.0,1.1,0.42,8.0,178.0,2011.0
1092,KALU AT ATALE VILLAGE,NAN,24.0,7.0,7.4,3113.0,4.0,2.16,95.0,350.0,2010.0
1289,"CHAMBAL AT KOTA D/S (2 KM. FROM CITY),RAJASTHAN",RAJASTHAN,26.6,5.9,8.4,546.0,2.0,0.6,13.0,642.0,
2174,WARDHA RIVER D/S OF ACC GHUGGUS.,MAHARASHTRA,23.4,5.1,8.2,577.0,10.7,2.3,110.0,140.0,
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",NAN,24.5,7.5,7.9,237.0,1.8,0.45,1225.0,2425.0,2010.0
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,24.0,4.4,7.4,1256.0,24.8,6.0,25250.0,55250.0,2013.0
NAN,"IMPHAL AT MAHABALI, MANIPUR",NAN,,7.9,7.85,76.5,3.0,,,55.0,2005.0
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,21.0,5.1,7.4,170.0,3.4,14.85,12.0,121.0,
2053,"TUIRIAL LOWER CATCHMENT, MIZORAM",NAN,24.0,7.7,7.9,227.0,0.4,,,15.0,2007.0
1685,,,11.34625831,9.943400084,7.116647034,281.0,35.4,3.883137821,,,
2293,,,18.97431774,8.696505754,7.48338066,388.0,2.1,1.3086677629999999,131.0,221.0,
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,23.4,5.5,7.4,138.0,0.8,0.0,4.0,6.0,2013.0
,,,21.0,6.330021765,7.730021765,52.0,0.5,2.425032647,5.0,14.0,
1717,"KODRA DAM, MOUNT ABU",RAJASTHAN,19.9870068,8.109744904,7.19935034,129.0,3.9,1.956821432,7942.0,13575.0,
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.4,7.6,7.1,53.0,1.7,3.0,23.0,53.0,2013.0
2198,NAN,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),32.0,5.4,7.2,925.0,11.7,0.78,279.0,512.0,2009.0
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.5,7.4,1064.0,20.0,13.2,8000.0,14500.0,2011.0
1443,ACHENKOIL AT CHENNITHULA,NAN,28.1,5.4,6.7,100.0,0.9,0.42,463.0,810.0,2010.0
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,20.0,7.3,7.1,127.0,2.4,2.5,2.0,1400.0,
2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23.0,4.6,7.0,188.0,2.8,,,18.0,2011.0
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,26.9,6.8,7.7,85.0,5.0,0.4,15.0,34.0,
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.34595572,9.340533209,7.117297786,67.0,0.4,2.818373246,150.0,291.0,
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,18.98850412,8.85862191,7.149425206,8240.0,1.6,2.481035337,3243.0,5330.0,
1703,"GHAGGER AT MOONAK, PUNJAB",NAN,19.8,5.0,6.9,1172.0,25.5,3.8,15500.0,48750.0,2010.0
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,29.0,7.4,7.2,61.0,0.7,0.11,54.0,255.0,2012.0
